,words
4474,"['系微', '搶攻', '商機', '旗下', '多家', '客戶', '已將', '韌體', '解決方案', '導入', '最新', '推出', '認證', '筆電成', '業界', '首批', '搭載', '新一代', '處理器', '產品', '應用', '宏碁', '惠普', '聯想', '新機種', '法人', '看好', '今年', '出貨量', '逐步', '成長', '有望', '為系微', '營運', '增添', '柴火', '系微', '總經理', '莊鈴文', '表示', '樂見', '客戶', '推出', '全球', '首批', '提供', '先進', '附加', '價值', '功能', '記憶體', '超頻', '功能', '微軟', '連線', '系統', '復原', '增強型', '登入', '安全', '功能', '系微', '協助', '開發', '全新', '認證', '品牌', '產品', '包括', '新機種', '產業', '去年', '出貨量', '衰退', '連帶', '導致', '系微', '營運', '走弱', '系微', '預期', '今年', '三大', '業務', '伺服器', '基地', '台都將', '重啟', '成長', '帶動', '營收', '重回', '成長', '軌道']"
4475,"['布局', '應用', '多年', '透過', '自行', '研發', '產品', '整合', '應用', '喜迎', '商機', '董事長', '張培鏞', '表示', '客戶', '相關', '產品', '詢問', '大增', '需求', '相當', '強勁', '一天到晚', '客戶', '問怕', '對手', '搶先', '盤查', '產品', '趨勢', '明確', '資安', '代理', '工具', '持續', '成長', '今年', '營收', '獲利', '同步', '加溫', '揚年', '投入', '技術', '自然語言', '處理', '機器', '學習', '後續', '延伸', '圖像', '區塊', '辨識', '內容', '辨識', '應用', '目前', '技術', '發展', '著重', '訓練', '資料', '整備', '模型', '優化', '持續', '更新', '產品線', '已將', '導入', '包括', '旗下', '公文', '系統', '人力資源', '系統', '智慧', '對話', '機器人', '知識', '管理系統', '張培鏞', '既有', '大型', '資訊', '系統', '公司', '護城河', '整合', '技術', '既有', '應用', '產生', '更高', '附加', '價值', '吸引', '客戶', '目光', '客戶', '應用', '產品', '詢問', '大增', '公司', '打造', '自研', '產品', '滿足', '客戶', '需求', '具備', '優勢', '趨勢', '明確', '盤查', '需求', '成長', '揚年', '籌組', '團隊', '開發', '產品', '打造', '盤查', '管理系統', '張培鏞', '表示', '二年', '顧問', '共同', '合作', '累積', '客戶', '零碳', '趨勢', '升溫', '盤查', '市場', '很大', '成長', '空間', '看好', '年前', '商機', '將會', '相當', '龐大', '資安', '意識', '抬頭', '相關', '產品', '需求', '同樣', '火熱', '張培鏞', '表示', '產業', '走向', '數位', '轉型', '資安', '問題', '隨之', '浮現', '經常性', '需求', '提升', '客戶', '持續', '增加', '看好', '今年', '代理', '資安', '產品', '動能', '強勁']"
4476,"['遊戲', '營運商', '橘子', '日前', '宣布', '取得', '韓廠', '最新', '遊戲', '大作', '拉西亞', '戰記', '台港澳', '代理權', '預計', '今年', '暑假', '上市', '外界', '估計', '該遊戲', '每月', '營收', '貢獻', '至少', '億元', '起跳', '將與', '新楓', '之谷', '天堂', '遊戲', '共同', '成為', '推升', '橘子', '今年', '營運', '高飛', '三大', '主力', '國內法', '出具', '最新', '報告', '指出', '橘子', '今年', '因新楓', '之谷', '推出', '六轉', '拉西亞', '戰記', '救世', '之樹', '陸續', '推出', '有望', '帶動', '營收', '呈現', '雙位數', '成長', '投資', '建議', '維持', '買進', '目標價', '法人', '指出', '目前', '橘子', '遊戲', '營收', '結構', '中約', '六成', '來自', '新楓', '之谷', '三成', '來自', '天堂', '隨著波', '拉西亞', '戰記', '救世', '之樹', '未來', '陸續', '貢獻', '業績', '橘子', '今年', '營收', '有望', '增上', '億元', '拉西亞', '戰記', '為史', '大規模', '投入', '最大', '開發', '團隊', '遊戲', '手機', '跨平台', '大型', '戰鬥', '遊戲', '特色', '具備', '高度', '真的', '風格', '搭配', '沉浸', '劇情', '中世紀', '歐洲', '戰地', '世界觀', '玩家', '提供', '極致', '遊戲', '體驗']"
4477,"['連鎖', '藥局', '通路商', '諾貝', '配合', '上櫃', '公開', '承銷', '對外', '競價', '拍賣', '競拍', '底價', '暫訂', '承銷', '價元', '競拍', '時間', '自月', '日月', '開標', '辦理', '公開', '申購', '抽籤', '暫定', '掛牌', '今日', '興櫃', '盤中', '價格', '來到', '抽中', '一張', '機會', '萬落袋', '經濟部', '統計', '處年', '發布', '統計數據', '台灣', '保健', '營養品', '產值', '連年', '創新', '食品', '研究', '指出', '台灣', '保健品', '市場', '規模', '已達', '億元', '預估', '可達', '億元', '兩大', '通路', '藥局', '藥妝店', '直銷', '以上', '受到', '消費者', '健康', '持續', '關注', '疫情', '健康', '意識', '影響', '全球', '保健', '市場', '迅速', '崛起', '人們', '健康', '關注度', '提高', '多數', '民眾', '越來越', '注意', '保健', '營養品', '重要性', '透過', '保健', '營養品', '消費者', '期望', '提升', '免疫力', '增強', '體力', '緩解', '疲勞', '促進', '整體健康', '具有', '滋補', '促進', '骨骼', '心血管', '健康', '調節', '腸道', '功能', '提高', '免疫系統', '保健', '營養品', '需求', '逐漸', '增加', '人口', '結構', '高齡', '銀髮族', '市場', '迅速', '崛起', '成為', '業者', '關注', '焦點', '國發', '統計', '指出', '預計', '臺灣', '進入', '高齡', '社會', '以上', '人口', '將達', '丁丁', '藥局', '持續', '提供', '銀髮族', '群體', '高質量', '產品', '提供', '藥事', '照護', '輔具', '銷售', '多元化', '服務', '滿足', '銀髮族', '市場', '衛生保健', '需求', '諾貝', '董事長', '振興', '表示', '預防', '醫學', '觀念', '普及', '推動', '保健', '營養品', '需求', '越來越', '注重', '預防', '治療', '透過', '服用', '保健', '營養品', '增加', '營養', '攝取', '促進', '健康', '延緩', '老化', '養生', '觀念', '消費者', '普及', '丁丁', '藥局', '也將', '持續', '擴大', '產品', '規模', '服務', '以期', '成為', '諾貝', '重要', '營收', '動能']"
4478,"['斯特', '公布', '營收', '萬元', '年減', '公司', '表示', '年增率', '下滑', '主要', '去年', '適逢', '農曆', '年節', '導致', '基期', '今年', '農曆', '年節', '服飾', '產業', '特性', '過年', '期間', '消費者', '治裝', '頻繁', '旺季', '月將', '挹注', '大量', '營收', '可望', '呈現', '爆發性', '增長', '斯特', '旗下', '擁有', '平價', '流行', '國際', '授權', '戶外', '科技', '機能', '極簡', '環保', '天然', '四大', '自有', '品牌', '總代理', '英國', '潮牌', '全台', '共家', '實體', '門市', '並於', '線上', '多個', '電商', '平台', '販售', '產品', '服飾', '鞋類', '配件', '類別', '為主', '服飾', '鞋類', '配件', '比則', '公司', '透過', '數據', '科學', '營運', '精準', '掌握', '市場', '消費', '需求', '成為', '新品', '開發', '行銷', '策略', '相當', '重要', '利器', '董事長', '林瑞豪', '表示', '時尚', '特點', '快速', '生產', '更新', '商品', '迅速', '響應', '時尚', '趨勢', '並以', '親民', '價格', '取得', '消費者', '認同', '數據分析', '深入', '了解', '消費者', '需求', '透過', '強大', '自主', '設計', '團隊', '消費者', '需求', '研發', '個性化', '產品', '旗下', '品牌', '每月', '推出', '服飾', '鞋類', '配件', '百款', '新品', '有效', '觸及', '屬性', '消費者', '強化', '購買', '意願', '品牌', '黏著度', '米斯', '特於', '去年底', '櫃買', '中心', '審查', '預計', '於今', '上半年', '正式', '掛牌', '持續', '展店', '公司', '今年', '成長', '主要', '動能', '店數', '增加', '不斷', '品牌', '上市', '複合式', '新店', '籌備', '中將', '持續', '推出', '強化', '消費者', '購物', '體驗', '整體', '營運', '可望', '持續', '加溫']"
4479,"['漢來', '美食', '今日', '公告', '營收', '單月', '營收', '億元', '增年減', '業績', '僅次於', '去年', '歷史', '今年春節', '營收', '去年', '涵蓋', '除夕', '開工', '長達', '長假', '業績', '相比', '毫不遜色', '主要', '春節', '陸續', '展開', '尾牙', '活動', '台北', '南港', '宴會廳', '來說', '加入', '貢獻', '單月', '業績', '漢來', '美食', '觀察', '生活', '型態', '轉變', '年節', '期間', '選擇', '適量', '質精', '輕鬆', '舒適', '聚餐', '方式', '顧客', '越來越', '尤其', '餐廳', '料理', '豐富', '度及', '菜色', '調配', '掌握', '得宜', '恰到好處', '兼顧', '滿足', '顧客', '享用', '美食', '減少', '自行', '烹煮', '普遍', '剩食', '處理', '食物', '浪費', '問題', '今年', '電商', '冷凍', '持續', '熱銷', '外帶', '高達', '訂單', '暢旺', '情況', '較則', '以外', '需求', '成長', '幅度', '大漢', '美食', '全台家', '餐廳', '今年', '春節', '業績', '去年', '更上層樓', '南港', '漢來', '飯店', '品牌', '展店', '效益', '除夕', '單日', '營收', '去年', '成長', '逾成', '尤其', '升級版', '品牌', '島語', '自助餐廳', '除夕', '至初', '五天', '營收', '達到', '締造', '高營收', '傲人', '成績', '網路', '評論', '收獲', '平均', '好評', '目前', '島語', '訂位', '滿到', '月底', '值得', '一書', '漢來', '蔬食', '集團', '旗下', '目前', '共家', '分店', '年節', '期間', '刷新', '歷史', '營收', '去年', '成長', '集團', '品牌', '中除', '宴會廳', '成長', '比例', '最高', '展望', '金龍', '年漢來', '美食', '拓店', '腳步', '更趨', '積極', '最新', '品牌', '溜溜', '酸菜魚', '專賣店', '進軍', '北台', '月初', '將於', '桃園', '中壢', '開出', '第家', '分店', '今年', '預計', '店家', '以上', '高端', '品牌', '東方', '樓頂', '粵菜', '去年', '強勢', '推出', '好評', '不斷', '營收', '旗下', '高端', '中餐', '品牌', '名人坊', '相較', '漢來', '美食', '表示', '今年', '重點', '工作', '將會', '放在', '汐止', '中央', '工廠', '研發', '中心', '籌備', '建置', '上以', '因應', '未來', '快速', '展店', '供應', '需求']"
4480,"['漢來', '美食', '今日', '公告', '營收', '單月', '營收', '億元', '增年減', '業績', '僅次於', '去年', '創下', '歷史', '公司', '表示', '今年春節', '營收', '去年', '涵蓋', '除夕', '開工', '長達', '長假', '業績', '相比', '毫不遜色', '主要', '春節', '陸續', '展開', '尾牙', '活動', '台北', '南港', '宴會廳', '來說', '加入', '貢獻', '單月', '近萬', '業績', '漢來', '美食', '全台家', '餐廳', '今年', '春節', '業績', '去年', '更上層樓', '南港', '漢來', '飯店', '品牌', '展店', '效益', '除夕', '單日', '營收', '去年', '成長', '逾成', '尤其', '升級版', '品牌', '島語', '自助餐廳', '除夕', '至初', '五天', '營收', '達到', '目前', '島語', '訂位', '滿到', '月底', '漢來', '蔬食', '今年春節', '異軍突起', '集團', '旗下', '目前', '共家', '分店', '年節', '期間', '刷新', '歷史', '營收', '去年', '成長', '集團', '品牌', '中除', '宴會廳', '成長', '幅度', '最高', '漢來', '美食', '表示', '生活', '型態', '轉變', '年節', '期間', '選擇', '適量', '質精', '輕鬆', '舒適', '聚餐', '方式', '顧客', '越來越', '尤其', '餐廳', '料理', '豐富', '度及', '菜色', '調配', '掌握', '得宜', '恰到好處', '兼顧', '滿足', '顧客', '享用', '美食', '減少', '自行', '烹煮', '普遍', '剩食', '處理', '食物', '浪費', '問題', '今年', '電商', '冷凍', '持續', '熱銷', '外帶', '高達', '訂單', '暢旺', '情況', '較則', '以外', '需求', '成長', '幅度', '更大', '展望', '金龍', '年漢來', '美食', '拓店', '腳步', '更趨', '積極', '最新', '品牌', '溜溜', '酸菜魚', '專賣店', '進軍', '北台', '月初', '將於', '桃園', '中壢', '開出', '第家', '分店', '今年', '預計', '店家', '以上', '高端', '品牌', '東方', '樓頂', '粵菜', '去年', '推出', '好評', '不斷', '營收', '旗下', '高端', '中餐', '品牌', '名人坊', '相較', '漢來', '美食', '表示', '今年', '重點', '工作', '將會', '放在', '汐止', '中央', '工廠', '研發', '中心', '籌備', '建置', '上以', '因應', '未來', '快速', '展店', '需求']"
4481,"['資訊', '服務', '廠商', '上奇', '今日', '公布', '今年', '合併', '營收', '億元', '增約', '高達', '公司', '透露', '營收', '成功', '延續', '成長', '動能', '旗下', '事業', '不錯', '表現', '繳出', '雙增', '亮麗', '成績單', '上奇', '指出', '月份', '雲端', '服務', '貢獻', '比約', '企業', '服務', '貢獻', '營收', '印刷', '服務', '營收', '排除', '子公司', '部分', '去年同期', '增長', '經常性', '收入', '企業', '資本', '支出', '仍受', '環境影響', '趨於', '保守', '雲端', '服務', '向上', '成長', '趨勢', '不變', '數位', '印刷', '服務', '穩健', '成長', '持續', '帶動', '整體', '經常性', '收入', '穩健', '成長', '亞洲', '雲端', '服務', '市場', '擴展', '持續', '發酵', '中期', '加速', '注入', '成長', '動能', '提增', '整體', '營收', '貢獻']"
4482,"['永捷', '創新', '今日', '公布', '合併', '營收達', '萬元', '增年', '增為', '近個', '單月', '營收', '高點', '公司', '表示', '主要', '受惠', '運動', '品牌', '客戶', '調整', '庫存', '力道', '趨緩', '巴黎', '奧運', '龐大', '商機', '加持', '帶動', '終端', '下游', '包括', '製鞋', '紡織', '相關', '傳統產業', '客戶', '公司', '旗下', '合成樹脂', '應用', '運動鞋', '服裝', '透濕膜', '訂單', '拉貨', '力道', '穩步', '回升', '永捷', '今日', '漲停', '價元', '作收', '上漲', '漲幅', '已連六漲', '展望未來', '永捷', '指出', '第季', '雖因', '傳統', '農曆', '新年', '假期', '工作', '天數', '少將', '單月', '營收', '減緩', '表現', '綜觀', '整體', '龍年', '維持', '審慎', '樂觀', '看法', '運動', '業務', '方面', '合成樹脂', '相關', '產品', '訂單', '有望', '巴黎', '奧運', '登場', '提振', '主要', '客戶', '之拉貨', '力道', '包括', '歐洲', '大陸', '客戶', '環保', '無毒', '樹脂', '材料', '延伸', '相關', '代工', '產品', '進行', '開發', '認證', '有望', '於今', '加入', '出貨', '排程', '公司', '營運', '帶來', '正面', '挹注', '旗下', '可撓式', '材料', '已於', '正式', '出貨', '中國', '大陸', '客戶', '預期', '未來', '公司', '將隨著', '折疊式', '手機', '市場', '成長', '帶動', '主要', '客戶', '拉貨', '力道', '提升', '第三', '不動產', '方面', '旗下', '包括', '長榮', '泰山', '荷久', '兩大', '不動產', '個案', '步入', '完工', '交屋', '旺季', '永捷', '以期', '透過', '三大', '業務', '動能', '推升', '公司', '整體', '營收', '獲利', '有望', '展現', '良好', '成長', '動能']"
4483,"['家電', '通路商', '集雅社', '公布', '營收', '億元', '減年', '增集雅社', '表示', '受惠', '年前', '買氣', '持續', '發酵', '過年', '團圓', '電視', '影音', '設備', '娛樂', '需求', '提升', '高階', '尺寸', '電視', '躍升', '集雅社', '一月', '熱銷', '商品', '成為', '營收', '增長', '動能', '集雅社', '指出', '消費者', '體驗', '智能', '家電', '帶來', '生活', '改變', '集雅', '社將', '陸續', '各門', '打造', '智慧', '主打', '鍵控', '萬物', '隨心', '利用', '智慧', '聯網', '電視', '整合', '家中', '燈光', '空調', '智慧', '家電', '電視', '顯示器', '更成', '家庭', '智能', '中心', '集雅社', '透過', '實景', '打造', '家電', '規劃師', '貼心', '服務', '幫助', '消費者', '輕鬆', '打造', '科技', '智慧', '宅為', '集雅社', '帶來', '更多的營', '運動']"
4484,"['星宇', '航空', '總營', '收為', '億元', '續創', '歷史', '單月', '新高', '年增率', '客運', '營收', '億元', '增年', '主要', '受惠', '中旬', '進入', '寒假', '旺季', '帶動', '出國', '旅遊', '人數', '強勁', '成長', '貨運', '營收', '億元', '增因', '台灣', '輸往', '美洲', '整體', '貨量', '市場', '燃油', '附加費', '單價', '下滑', '本月', '運價', '小幅', '收斂', '星宇', '航空', '適時', '加強', '生鮮', '攬貨', '力道', '故貨量', '平穩', '日本', '二線', '城市', '旅遊', '興起', '星宇', '航空', '積極', '深耕', '日本', '航網', '布局', '台北', '函館', '航線', '順利', '首航', '開航', '高松', '包機', '有助於', '吸引', '旅客', '有望', '延續', '營收', '成長', '動能', '星宇', '航空', '完備', '基礎', '建設', '提升', '旅客', '服務', '方面', '停歇', '第季', '旅遊', '旺季', '來臨', '之際', '桃園', '機場', '第二', '航廈', '自有', '貴賓室', '營運', '旅客', '提供', '舒適', '便利', '休憩', '空間', '星宇', '航空', '規劃', '引進', '第架', '即可', '投入', '營運', '台北', '舊金山', '航線', '增為', '每日', '一班', '機隊', '航機', '規模', '達架', '運力', '可望', '提升', '一成']"
4485,"['空調', '商用', '洗衣', '代理', '廠商', '上洋', '今日', '公布', '合併', '營收', '億元', '減年', '增上洋', '指出', '受惠', '空調', '洗衣', '設備', '出貨', '順暢', '銷售', '業績', '表現', '去年同期', '為佳', '去年', '農曆年', '集中', '月份', '基期', '推升', '上洋', '營收', '增上洋', '指出', '三菱', '重工', '空調', '知名度', '提升', '冬季', '暖氣', '需求', '換屋', '帶動', '家用空調', '市場', '買氣', '去年底', '回暖', '相較', '遇年', '營業', '天數', '今年', '同期', '空調', '銷售', '回到', '水準', '表現', '呈現', '淡季', '不淡', '趨勢', '上洋', '瞄準', '年後換', '家電', '夏日', '搶先', '換機', '需求', '空調', '早販', '檔期', '活動', '已開', '上洋', '預計', '今年', '上半年', '推出', '適合', '台灣', '住宅', '類型', '及民眾', '需求', '空調機', '滿足', '現代人', '多種', '生活', '樣貌', '進一步', '搶攻', '小宅', '市場', '強化', '銷售', '服務', '渠道', '原有', '經銷商', '賣場', '線上', '電商', '今年', '第一季', '起將', '陸續', '連鎖', '量販', '通路', '品牌', '合作', '全面', '強化', '實體', '銷售', '通路', '完善', '服務', '洗衣', '服務', '方面', '上洋', '指出', '精緻', '洗衣', '業績', '成長', '幅度', '優於', '預期', '今年', '加大', '精緻', '洗衣', '展店', '力道', '月份', '松山', '健康', '店大', '直樂', '群店', '門市', '開幕', '松山', '健康', '也將', '嘗試', '多元化', '空間', '運用', '開放', '店內', '空間', '企業', '品牌', '申請', '短期', '進駐', '首波', '將與', '生活', '香氛', '品牌', '配合', '透過', '店內', '空間', '展出', '香氛', '產品', '打造', '沉浸', '服務', '體驗', '進一步', '提升', '附加', '價值', '品牌', '層次', '未來', '規劃', '產業', '品牌', '展開', '異業', '合作']"
4486,"['邁科', '公布', '合併', '營收', '億元', '增創', '下單', '營收', '新高', '記錄', '主要', '成長', '動能', '伺服器', '散熱', '產品', '需求', '產品線', '成長', '表現', '農曆', '新年', '連假', '客戶', '提前', '拉貨', '合併', '營收', '交出', '亮眼', '成績單', '美國', '消費性', '電子', '大展', '上個月', '拉斯維加斯', '盛大', '登場', '展出', '主題', '分為', '家庭', '娛樂', '健康', '先進', '技術', '汽車', '機器人', '技術', '通訊', '技術', '全球', '市場', '領域', '展會', '各項', '產品', '見到', '導入', '生態系', '應用', '場域', '大會', '展示', '無疑', '今年', '大會', '焦點', '所在', '技術', '過去', '使用', '專業', '領域', '直到', '年月日', '發表', '生成式', '一種', '形式', '能夠', '創造', '原本', '存在', '圖像', '音樂', '形式', '數據', '技術', '發展', '快速', '用來', '改善', '工作效率', '生成式', '過去', '發展', '基礎', '上將', '進一步', '軟硬', '體與', '服務', '整合', '推出', '市場', '邊緣', '運算', '導入', '手機', '汽車', '終端裝置', '提高', '應用', '產品', '附加', '價值', '國際數據公司', '預估', '指出', '全球', '企業', '生成式', '解決方案', '包括', '軟硬', '體和', '服務', '支出', '投資', '合計', '億美元', '投資', '金額', '倍增', '預期', '投資', '增加', '億美元', '科技產業', '研調', '機構', '指出', '生成式', '應用', '市場', '規模', '將從', '億美元', '成長', '億美元', '複合', '成長率', '這也', '伺服器', '散熱', '需求', '大幅', '提升', '邁科', '相關', '產品', '展望', '正向', '產品線', '商用', '今年', '成長', '之外', '明顯', '增長', '尤其', '輝達', '發表', '中國', '特規版', '顯示卡', '取代', '限制', '出口', '旗艦', '產品', '公司', '運動', '有所', '助益', '車用', '產品', '方面', '邁科', '車用', '散熱', '產品', '佈局', '未來', '汽車', '走向', '智能化', '人性化', '導入', '必然', '公司', '車用', '散熱', '產品', '去年', '第四季', '出貨', '法人', '預期', '今年', '出貨量', '將有', '明顯', '成長', '年邁', '科在', '商用', '伺服器', '車用', '產品', '明顯', '成長', '之外', '產品線', '網通', '預期', '也將', '維持', '成長', '趨勢', '不變', '法人', '預估', '公司', '整體', '營收', '可望', '雙位數', '成長', '邁科將', '持續', '成長', '軌道', '前進']"
4487,"['瓦城', '今日', '公布', '營收', '億元', '去年同期', '適逢', '農曆', '春節', '基期', '影響', '減少', '整體', '營收', '表現', '維持', '高檔', '中小型', '企業', '工作室', '部門', '聚餐', '尾牙', '挹注', '動能', '延續', '春節', '熱銷', '連假', '助攻', '春酒', '預訂', '持續', '受歡迎', '帶動', '第季', '整體', '業績', '持續', '攀升', '瓦城', '表示', '今年', '持續', '精準', '評估', '擴店', '選址', '積極', '打造', '品牌', '外並', '進行', '品牌策略', '布局', '滿足', '客群', '需求', '像是', '進駐', '新莊', '宏匯', '廣場', '泰式', '炒河粉', '品牌', '開幕', '至今', '廣獲', '迴響', '尤其', '深受', '年輕', '族群', '喜愛', '集團', '未來', '也將', '乘勝追擊', '瓦城', '把握', '聚餐', '商機', '旗下', '品牌', '推出', '美味', '打烊', '活動', '因應', '春節', '節慶', '限定', '團圓', '菜色', '搭配', '好運', '轉盤', '抽獎', '活動', '百貨', '商圈', '人潮', '加持', '成功', '吸引', '家庭', '聚餐', '帶動', '農曆', '春節', '期間', '小年夜', '初五', '業績', '去年同期', '成長', '超越', '一成', '尾牙', '春酒', '專案', '延續', '滿足', '企業', '春酒', '需求', '暢旺', '顧客', '訂席', '熱絡', '營收', '有望', '挑戰', '新高', '水準', '瞄準', '外食', '市場', '逐漸', '成長', '集團', '去年底', '推出', '全新', '泰式', '炒河粉', '品牌', '開幕', '至今', '口碑', '持續', '發酵', '提供', '既有', '客群', '多元', '選擇', '之餘', '成功', '開拓', '年輕', '客層', '好吃', '泰式', '炒河粉', '品牌', '核心', '概念', '結合', '創新', '料理', '型態', '時尚', '吸睛', '店裝', '提供', '全新', '泰式', '餐飲', '體驗']"
4488,"['過濾', '設備廠', '旭然', '今日', '公布', '合併', '營收達', '萬元', '大幅', '增旭然', '指出', '首月', '營收', '報喜', '主要', '受惠', '半導體', '客戶', '純水', '系統', '交貨', '認列', '再生', '過濾', '系統', '已於', '陸續', '分批', '出貨', '美國', '重要', '客戶', '長期', '訂單', '穩定', '出貨', '挹注', '推進', '旭然', '業務', '接單', '策略', '調整', '成效', '展現', '台灣', '美國', '地區', '主要', '客戶', '保持良好', '工業', '液體', '過濾', '耗材', '固定', '訂單', '需求', '助力', '集團', '整體', '產能', '稼動率', '保持', '一定', '水準', '之上', '帶動', '營收', '創近', '單月', '新高', '交出', '歷年', '單月', '營收次', '成績', '再生', '水資源', '發展', '條例', '修正', '擴大再生', '使用', '範圍', '於今', '年月日', '每日', '計畫', '用水量', '萬噸', '以上', '開發', '單位', '工業用水', '使用', '至少', '系統', '再生', '水此', '規範', '帶動', '半導體', '電子', '產業', '公司', '擴建', '新廠', '過濾', '相關', '設備', '需求', '放大', '有助於', '創造', '旭然', '旗下', '工業', '液體', '過濾', '設備', '業務', '工程', '系統', '組裝', '業務', '良好', '接單', '旭然並', '指出', '觀察', '水利', '署計畫', '年前', '興建', '再生', '水廠', '目標', '產業', '客戶', '提升', '產能', '良率', '廢水', '回收', '效率', '需求', '挹注', '公司', '自有', '品牌', '水資源', '相關', '應用', '業務', '需求', '持續', '提升', '接獲', '橋頭', '地區', '再生', '水廠', '訂單', '並與', '全球', '超純水', '廢水', '回收', '系統', '無塵室', '濾網', '化學', '濾網', '規劃設計', '工程', '公司', '業務', '合作', '帶動', '整體', '訂單', '能見度', '至今', '第季', '訂單', '逐步', '出貨', '認列', '有助於', '增添', '銷售', '表現']"
4489,"['整合', '電商', '營運', '服務商', '新網', '公告', '月營', '收達', '億元', '增年', '增創', '歷年', '同期', '營收', '新高', '紀錄', '網購', '資安', '需求', '持續', '成長', '新網', '資安', '服務商', '資訊', '攜手', '合作', '推出', '電商', '資安', '幫手', '解決方案', '成為', '網購', '業者', '因應', '數發', '強化', '資安', '法令', '規範', '需求', '選擇', '可望', '推升', '公司', '全方位', '電商', '服務', '營運', '持續', '向上', '成長', '數發', '要求', '網購業', '於今', '年月日', '訂定', '個資', '安全', '維護', '計畫採', '分級管理', '規範', '資本額', '萬元以上', '保有', '個資', '筆數', '達筆', '以上', '企業', '每年', '至少', '實施', '檢討', '改善', '安全', '維護', '計畫', '一次', '業者', '須對', '個資', '採取', '加密', '備份', '保護', '傳輸', '安全更新', '執行', '防毒', '軟體', '執行', '惡意', '程式', '檢測', '適當', '安全', '管理', '措施', '定期', '評估', '風險', '訂定', '事故', '發生', '應變', '機制', '情節', '重大', '限期', '改正', '改正', '按次將', '處以', '萬元', '萬元', '新網', '去年底', '訂定', '完成', '個資', '安全', '維護', '計畫', '營運', '品牌', '無須', '擔憂', '新法', '上路', '問題', '專心', '做好', '電商', '業績', '並與安', '資訊', '攜手', '打造', '電商', '資安', '幫手', '解決方案', '提供', '公司', '長尾', '客戶', '微型', '電商', '有意', '強化', '電商', '資安', '防護', '業者', '包括', '惡意', '程式', '檢測', '社交', '工程', '演練', '資安', '教育', '訓練', '方面', '服務', '解決', '電商', '領域', '嚴峻', '資安', '挑戰', '法人', '分析', '電商', '市場', '多元化', '全球化', '發展', '新網', '結合', '數據分析', '強化', '電商', '變現', '能力', '持續', '引進', '品牌', '商品', '豐富', '銷售', '產品線', '因應', '電商', '市場需求', '系列', '服務', '提供', '企業', '客戶', '應用', '深度', '廣度', '看好', '公司', '前進', '菲律賓', '電商', '市場', '商機', '逐步', '升溫', '發酵', '預估', '今年', '營運', '有望', '成長', '雙位數', '百分比', '持續', '改寫', '新猷']"
4490,"['南良', '國際', '今日', '公告', '合併', '營收', '億元', '增年', '公司', '指出', '主要', '受惠', '安全', '防護', '市場', '戶外運動', '休閒', '市場需求', '維持', '穩定', '成長', '尤其', '安全', '防護', '市場', '方面', '展望', '年則', '維持', '保守', '審慎', '看法', '南良', '表示', '國際', '政治局勢', '警備', '消防', '物資', '缺乏', '情形', '帶動', '歐洲', '地區', '醫療', '相關', '止血帶', '特殊', '紡織', '防護', '材料', '織造', '需求', '穩健', '包括', '冰上', '曲棍球', '護頸', '護具', '針對', '旗下', '特殊', '紡織', '防護用品', '材料', '相關', '產品', '訂單', '增加', '所致', '南良', '指出', '目前', '產業', '飽受', '全球', '通貨膨脹', '終端', '市場需求', '尚未', '明朗', '環境', '負面', '因子', '干擾', '目前', '四大', '事業單位', '在手', '訂單', '運動', '休閒', '市場', '醫療', '市場', '終端', '品牌', '廠商', '去化', '庫存', '腳步', '逐步', '段落', '安全', '防護', '市場', '訂單', '需求', '穩定', '成長', '客戶', '良好', '拉貨', '力道', '表現', '機會', '堆疊', '南良', '整體', '營收', '規模', '年增率', '雙位數', '成長', '南良', '積極', '落實', '產品開發', '設計', '技術升級', '生產', '製程', '效率', '提升', '彈性', '調整', '生產', '基地', '配置', '持續', '核心', '競爭力', '深化', '主要', '客戶', '訂單', '合作', '機會', '擴大', '全球', '業務', '接單', '動能', '落實', '產業', '價值鏈', '產品', '結構', '逐步', '轉向', '綠色', '生質', '材料', '優化', '持續', '創造', '公司', '整體', '毛利率', '獲利', '表現', '精進']"
